"Date","Temp","Humid","p1","p2"
2018-02-27,NA,NA,NA,NA
2018-02-28,NA,NA,NA,NA
2018-03-01,NA,NA,NA,NA
2018-03-02,NA,NA,NA,NA
2018-03-03,NA,NA,NA,NA
2018-03-04,NA,NA,NA,NA
2018-03-05,NA,NA,NA,NA
2018-03-06,NA,NA,NA,NA
2018-03-07,NA,NA,NA,NA
2018-03-08,NA,NA,NA,NA
2018-03-09,NA,NA,NA,NA
2018-03-10,NA,NA,NA,NA
2018-03-11,NA,NA,NA,NA
2018-03-12,NA,NA,NA,NA
2018-03-13,NA,NA,NA,NA
2018-03-14,NA,NA,NA,NA
2018-03-15,NA,NA,NA,NA
2018-03-16,NA,NA,NA,NA
2018-03-17,NA,NA,NA,NA
2018-03-18,NA,NA,NA,NA
2018-03-19,NA,NA,NA,NA
2018-03-20,NA,NA,NA,NA
2018-03-21,NA,NA,NA,NA
2018-03-22,NA,NA,NA,NA
2018-03-23,NA,NA,NA,NA
2018-03-24,NA,NA,NA,NA
2018-03-25,NA,NA,NA,NA
2018-03-26,NA,NA,NA,NA
2018-03-27,NA,NA,NA,NA
2018-03-28,NA,NA,NA,NA
2018-03-29,NA,NA,NA,NA
2018-03-30,NA,NA,NA,NA
2018-03-31,NA,NA,NA,NA
2018-04-01,NA,NA,NA,NA
2018-04-02,NA,NA,NA,NA
2018-04-03,NA,NA,NA,NA
2018-04-04,NA,NA,NA,NA
2018-04-05,NA,NA,NA,NA
2018-04-06,NA,NA,NA,NA
2018-04-07,NA,NA,NA,NA
2018-04-08,NA,NA,NA,NA
2018-04-09,NA,NA,NA,NA
2018-04-10,NA,NA,NA,NA
2018-04-11,NA,NA,NA,NA
2018-04-12,NA,NA,NA,NA
2018-04-13,NA,NA,NA,NA
2018-04-14,NA,NA,NA,NA
2018-04-15,NA,NA,NA,NA
2018-04-16,NA,NA,NA,NA
2018-04-17,NA,NA,NA,NA
2018-04-18,NA,NA,NA,NA
2018-04-19,NA,NA,NA,NA
2018-04-20,NA,NA,NA,NA
2018-04-21,NA,NA,NA,NA
2018-04-22,NA,NA,NA,NA
2018-04-23,NA,NA,NA,NA
2018-04-24,NA,NA,NA,NA
2018-04-25,NA,NA,NA,NA
2018-04-26,NA,NA,NA,NA
2018-04-27,NA,NA,NA,NA
2018-04-28,NA,NA,NA,NA
2018-04-29,NA,NA,NA,NA
2018-04-30,NA,NA,NA,NA
2018-05-01,NA,NA,NA,NA
2018-05-02,NA,NA,NA,NA
2018-05-03,NA,NA,NA,NA
2018-05-04,NA,NA,NA,NA
2018-05-05,NA,NA,NA,NA
2018-05-06,NA,NA,NA,NA
2018-05-07,NA,NA,NA,NA
2018-05-08,NA,NA,NA,NA
2018-05-09,NA,NA,NA,NA
2018-05-10,NA,NA,NA,NA
2018-05-11,NA,NA,NA,NA
2018-05-12,NA,NA,NA,NA
2018-05-13,NA,NA,NA,NA
2018-05-14,NA,NA,NA,NA
2018-05-15,NA,NA,NA,NA
2018-05-16,NA,NA,NA,NA
2018-05-17,NA,NA,NA,NA
2018-05-18,NA,NA,NA,NA
2018-05-19,NA,NA,NA,NA
2018-05-20,NA,NA,NA,NA
2018-05-21,NA,NA,NA,NA
2018-05-22,NA,NA,NA,NA
2018-05-23,NA,NA,NA,NA
2018-05-24,NA,NA,NA,NA
2018-05-25,NA,NA,NA,NA
2018-05-26,NA,NA,NA,NA
2018-05-27,NA,NA,NA,NA
2018-05-28,NA,NA,NA,NA
2018-05-29,NA,NA,NA,NA
2018-05-30,NA,NA,NA,NA
2018-05-31,NA,NA,NA,NA
2018-06-01,NA,NA,NA,NA
2018-06-02,NA,NA,NA,NA
2018-06-03,NA,NA,NA,NA
2018-06-04,NA,NA,NA,NA
2018-06-05,NA,NA,NA,NA
2018-06-06,NA,NA,NA,NA
2018-06-07,NA,NA,NA,NA
2018-06-08,NA,NA,NA,NA
2018-06-09,NA,NA,NA,NA
2018-06-10,NA,NA,NA,NA
2018-06-11,NA,NA,NA,NA
2018-06-12,NA,NA,NA,NA
2018-06-13,NA,NA,NA,NA
2018-06-14,NA,NA,NA,NA
2018-06-15,NA,NA,NA,NA
2018-06-16,NA,NA,NA,NA
2018-06-17,NA,NA,NA,NA
2018-06-18,NA,NA,NA,NA
2018-06-19,NA,NA,NA,NA
2018-06-20,NA,NA,NA,NA
2018-06-21,NA,NA,NA,NA
2018-06-22,NA,NA,NA,NA
2018-06-23,NA,NA,NA,NA
2018-06-24,NA,NA,NA,NA
2018-06-25,NA,NA,NA,NA
2018-06-26,NA,NA,NA,NA
2018-06-27,NA,NA,NA,NA
2018-06-28,NA,NA,NA,NA
2018-06-29,NA,NA,NA,NA
2018-06-30,NA,NA,NA,NA
2018-07-01,NA,NA,NA,NA
2018-07-02,NA,NA,NA,NA
2018-07-03,NA,NA,NA,NA
2018-07-04,NA,NA,NA,NA
2018-07-05,NA,NA,NA,NA
2018-07-06,NA,NA,NA,NA
2018-07-07,NA,NA,NA,NA
2018-07-08,NA,NA,NA,NA
2018-07-09,NA,NA,NA,NA
2018-07-10,NA,NA,NA,NA
2018-07-11,NA,NA,NA,NA
2018-07-12,NA,NA,NA,NA
2018-07-13,NA,NA,NA,NA
2018-07-14,NA,NA,NA,NA
2018-07-15,NA,NA,NA,NA
2018-07-16,NA,NA,NA,NA
2018-07-17,NA,NA,NA,NA
2018-07-18,NA,NA,NA,NA
2018-07-19,NA,NA,NA,NA
2018-07-20,NA,NA,NA,NA
2018-07-21,NA,NA,NA,NA
2018-07-22,NA,NA,NA,NA
2018-07-23,NA,NA,NA,NA
2018-07-24,NA,NA,NA,NA
2018-07-25,NA,NA,NA,NA
2018-07-26,NA,NA,NA,NA
2018-07-27,NA,NA,NA,NA
2018-07-28,NA,NA,NA,NA
2018-07-29,NA,NA,NA,NA
2018-07-30,NA,NA,NA,NA
2018-07-31,NA,NA,NA,NA
2018-08-01,NA,NA,NA,NA
2018-08-02,NA,NA,NA,NA
2018-08-03,NA,NA,NA,NA
2018-08-04,NA,NA,NA,NA
2018-08-05,NA,NA,NA,NA
2018-08-06,NA,NA,NA,NA
2018-08-07,NA,NA,NA,NA
2018-08-08,NA,NA,NA,NA
2018-08-09,NA,NA,NA,NA
2018-08-10,NA,NA,NA,NA
2018-08-11,NA,NA,NA,NA
2018-08-12,NA,NA,NA,NA
2018-08-13,NA,NA,NA,NA
2018-08-14,NA,NA,NA,NA
2018-08-15,NA,NA,NA,NA
2018-08-16,NA,NA,NA,NA
2018-08-17,NA,NA,NA,NA
2018-08-18,NA,NA,NA,NA
2018-08-19,NA,NA,NA,NA
2018-08-20,NA,NA,NA,NA
2018-08-21,NA,NA,NA,NA
2018-08-22,NA,NA,NA,NA
2018-08-23,NA,NA,NA,NA
2018-08-24,NA,NA,NA,NA
2018-08-25,NA,NA,NA,NA
2018-08-26,NA,NA,NA,NA
2018-08-27,NA,NA,NA,NA
2018-08-28,NA,NA,NA,NA
2018-08-29,NA,NA,NA,NA
2018-08-30,NA,NA,NA,NA
2018-08-31,NA,NA,NA,NA
2018-09-01,NA,NA,NA,NA
2018-09-02,NA,NA,NA,NA
2018-09-03,NA,NA,NA,NA
2018-09-04,19.53043478,67.57101449,34.10385714,20.83414286
2018-09-05,NA,NA,NA,NA
2018-09-06,NA,NA,NA,NA
2018-09-07,NA,NA,NA,NA
2018-09-08,NA,NA,NA,NA
2018-09-09,NA,NA,NA,NA
2018-09-10,NA,NA,NA,NA
2018-09-11,NA,NA,NA,NA
2018-09-12,NA,NA,NA,NA
2018-09-13,23.13119658,45.32393162,24.74632,10.793
2018-09-14,23.00397351,51.64768212,42.44152318,16.12
2018-09-15,NA,NA,NA,NA
2018-09-16,NA,NA,NA,NA
2018-09-17,NA,NA,NA,NA
2018-09-18,NA,NA,NA,NA
2018-09-19,NA,NA,NA,NA
2018-09-20,NA,NA,NA,NA
2018-09-21,NA,NA,NA,NA
2018-09-22,NA,NA,NA,NA
2018-09-23,NA,NA,NA,NA
2018-09-24,NA,NA,NA,NA
2018-09-25,NA,NA,NA,NA
2018-09-26,NA,NA,NA,NA
2018-09-27,NA,NA,NA,NA
2018-09-28,NA,NA,NA,NA
2018-09-29,NA,NA,NA,NA
2018-09-30,NA,NA,NA,NA
2018-10-01,NA,NA,NA,NA
2018-10-02,NA,NA,NA,NA
2018-10-03,NA,NA,NA,NA
2018-10-04,NA,NA,NA,NA
2018-10-05,NA,NA,NA,NA
2018-10-06,NA,NA,NA,NA
2018-10-07,NA,NA,NA,NA
2018-10-08,20.73125,73.82215909,20.50322034,13.39960452
2018-10-09,19.82695313,70.84960938,24.73252918,13.20081712
2018-10-10,21.45540797,60.57666034,24.17620301,11.30142857
2018-10-11,22.35805085,58.68135593,25.93502146,10.94785408
2018-10-12,21.44142012,58.94792899,28.04612308,7.642061538
2018-10-13,22.0433908,63.2545977,20.23821212,8.729818182
2018-10-14,23.03021739,56.64195652,18.73759009,7.116351351
2018-10-15,22.08638743,64.79790576,25.57992188,10.25455729
2018-10-16,21.94828571,60.69257143,28.35154728,11.58905444
2018-10-17,22.35198864,60.83039773,25.59915014,9.476827195
2018-10-18,22.85477273,65.53090909,24.25125571,8.638881279
2018-10-19,23.58536585,62.31402439,27.86041584,9.728079208
2018-10-20,23.57020873,55.08633776,24.35787659,9.880108893
2018-10-21,22.93613139,56.01368613,18.02117438,7.337135231
2018-10-22,22.23004926,57.07807882,22.26049645,8.174515366
2018-10-23,19.32203947,76.58223684,15.88090323,7.664774194
2018-10-24,19.09323467,77.98942918,29.62919937,14.51274207
2018-10-25,20.58857143,73.554297925,14.6014866986667,7.030862477
2018-10-26,19.84663866,76.92857143,19.14438698,7.372739856
2018-10-27,20.02604563,75.83441065,23.837830015,9.3853293415
2018-10-28,20.64285714,69.77771429,30.539715895,11.678330555
2018-10-29,22.88636364,59.49864865,26.5486454966667,10.9646871066667
2018-10-30,23.02191011,60.79719101,35.477794215,16.24579538
2018-10-31,22.95510761,56.455402055,24.45984951,10.74331325
2018-11-01,26.3236666666667,52.8806,146.69123492,28.5870637466667
2018-11-02,23.010299,68.90531561,36.799436445,20.416411125
2018-11-03,21.15437262,73.32053232,42.81882182,22.78506853
2018-11-04,22.22462687,62.16940299,19.64094203,10.59012681
2018-11-05,22.41224066,57.16390041,30.37448207,12.1002988
2018-11-06,22.87742664,58.19413093,30.4935546,12.42109208
2018-11-07,22.60732323,59.82146465,32.18425481,13.6903125
2018-11-08,23.20729167,56.83645833,29.17854592,9.990127551
2018-11-09,24.07843666,57.67466307,19.86909341,7.379917582
2018-11-10,23.85166667,55.50266667,18.60326667,7.343733333
2018-11-11,22.13853659,65.1597561,20.20637717,9.950248139
2018-11-12,22.40289256,64.86157025,22.38029289,9.718828452
2018-11-13,22.45694761,63.29726651,25.89841743,10.88965596
2018-11-14,23.11799308,60.77508651,24.40033784,9.321858108
2018-11-15,22.47089202,44.67323944,31.74101852,11.64759259
2018-11-16,22.96879271,47.08883827,23.73541667,8.555347222
2018-11-17,22.34227941,67.89117647,20.58424908,10.02184982
2018-11-18,22.93697318,62.63333333,20.63642586,9.579676806
2018-11-19,22.20085837,68.78841202,19.5489916,7.877647059
2018-11-20,21.91014151,68.19292453,20.72874126,8.54013986
2018-11-21,22.97682119,60.39139073,23.92145251,8.635921788
2018-11-22,24.47438017,53.60082645,40.09598145,12.26332303
2018-11-23,24.85615866,51.68601253,24.59422917,9.808916667
2018-11-24,24.26279683,54.59023747,26.62005236,10.27018325
2018-11-25,22.69474708,64.21439689,13.51355513,6.962528517
2018-11-26,22.68003697,68.35471349,18.1378125,8.636121324
2018-11-27,23.16230248,64.11399549,22.5066571,7.972754663
2018-11-28,22.78660714,66.79129464,27.06971175,11.28529933
2018-11-29,24.35562138,62.215413915,20.519388065,12.06599267
2018-11-30,24.62024881,55.46127548,23.01575377,11.626543034
2018-12-01,23.22524655,63.89881657,22.97495183,11.02121387
2018-12-02,23.28223938,63.73069498,14.08541899,8.043761639
2018-12-03,22.36237288,68.01084746,16.83461279,8.355925926
2018-12-04,24.210050935,59.232423415,14.62740707,8.051822108
2018-12-05,24.234383725,60.015696635,19.414019275,10.7899822115
2018-12-06,24.6786186,56.664307565,19.43513975,11.063548844
2018-12-07,25.065364615,57.869370975,20.43467241,11.758999845
2018-12-08,24.515058115,58.643308935,12.86380515,7.650924048
2018-12-09,24.24335898,58.37165514,13.675906195,8.5922001265
2018-12-10,23.98469626,60.660937775,31.582280485,17.919969504
2018-12-11,23.47614379,62.63300654,28.9603537255,15.349242993
2018-12-12,26.02727273,51.6,46.655247755,20.693121809
2018-12-13,25.53082192,57.61438356,29.57676957,15.035943608
2018-12-14,25.18482759,54.82482759,16.54815068,6.162945205
2018-12-15,25.98666667,56.57333333,30.42929424,14.243286515
2018-12-16,25.63684211,48.24210526,44.832438635,22.8384313135
2018-12-17,25.73125,49.72916667,52.68974273,32.7402736945
2018-12-18,25.46923077,55.1,37.776427905,15.88198746
2018-12-19,25.62,54.75,33.66744048,16.689985995
2018-12-20,25.70416667,49.50833333,38.9277447,14.821311945
2018-12-21,25.2975,51.34,54.040489645,24.674585755
2018-12-22,23.22,62.22,30.43166667,11.64666667
2018-12-23,23,63.9,28.604,9.592
2018-12-24,24.08333333,55.43333333,21.61714286,8.424285714
2018-12-25,NA,NA,NA,NA
2018-12-26,NA,NA,NA,NA
2018-12-27,24.97142857,50.24285714,19.34857143,8.704285714
2018-12-28,23.62,56.66,28.5425,11.905
2018-12-29,23.9,54.9,20.388,6.932
2018-12-30,26.2,46.25,16.0575,6.4
2018-12-31,23.90714286,58.29285714,16.60411765,7.513529412
2019-01-01,22.35,54.7,29,12
2019-01-02,23.775,51.43125,20.25055556,7.752222222
2019-01-03,25.25454545,51.26818182,21.15916667,6.702083333
2019-01-04,24.2,63.5,14.10076923,7.703076923
2019-01-05,23.43333333,62.93333333,25.356,12.352
2019-01-06,25.05,55.35,22.75,9.88
2019-01-07,25.3208,48.592,27.39953488,9.915193798
2019-01-08,24.93333333,51.08974359,33.43891892,15.98675676
2019-01-09,25.51578947,41.69473684,28.18284314,7.691372549
2019-01-10,26.65625,45.51666667,24.74410526,8.157789474
2019-01-11,27.06744186,45.81627907,27.90704082,8.78622449
2019-01-12,25.71333333,40.06533333,28.46790123,8.625555556
2019-01-13,25.56545455,42.41090909,21.92821429,7.634107143
2019-01-14,25.12195122,50.22195122,25.31696,9.69704
2019-01-15,26.54172662,49.87769784,24.65117647,9.08869281
2019-01-16,27.05680473,48.50414201,27.01346821,9.453352601
2019-01-17,27.36864407,46.32881356,26.85315789,8.086015038
2019-01-18,27.11438849,47.36618705,28.4456962,9.471455696
2019-01-19,27.84615385,41.98,21.61460526,7.193552632
2019-01-20,27.4,39.36571429,23.64166667,8.140555556
2019-01-21,27.91171875,42.2984375,32.24086957,10.79384058
2019-01-22,26.46810345,46.36034483,26.797,10.76418182
2019-01-23,23.91538462,57.38461538,43.036,15.809
2019-01-24,NA,NA,NA,NA
2019-01-25,28.19736842,31.67368421,35.86122449,10.13153061
2019-01-26,26.45121951,43.84512195,35.31021739,9.898804348
2019-01-27,26.95238095,42.65238095,27.97891892,7.602432432
2019-01-28,26.903801785,44.71435128,32.899531535,8.8980889225
2019-01-29,26.6003268,40.980273325,30.857589215,8.343448521
2019-01-30,25.94423997,44.91434671,28.985178935,7.380549089
2019-01-31,28.745781735,34.675696595,21.52246817,5.7503749525
2019-02-01,26.746068005,37.322081055,27.4028579,9.006845416
2019-02-02,27.22531951,31.42348369,23.70436229,8.1988201795
2019-02-03,27.372488165,33.303360375,18.769755,7.343842715
2019-02-04,27.09030069,40.7135382,26.806246495,9.111534728
2019-02-05,25.9132250433333,40.4398979766667,19.8849542966667,6.48562887266667
2019-02-06,25.5284153033333,41.9497415933333,20.0027428033333,7.58858273266667
2019-02-07,26.0746633,45.4428366975,20.771910135,7.49093838625
2019-02-08,27.77521325,45.6622368433333,25.3496134133333,8.486321735
2019-02-09,27.2374079866667,45.2351180433333,26.1354730433333,8.53644457466667
2019-02-10,25.8681198433333,47.7846596333333,23.5500932466667,7.979545981
2019-02-11,27.0895166,39.08731893,27.77675457,8.83076743166667
2019-02-12,26.4726110233333,40.49198072,27.8793183433333,9.422573379
2019-02-13,25.4718640766667,43.0084033166667,23.01217179,7.38566547833333
2019-02-14,25.86006103,44.7229781,20.40578411,8.100776482
2019-02-15,27.04113523,45.4647399033333,15.05025893,5.86883372233333
2019-02-16,26.1480848366667,51.4954402666667,10.1906512543333,3.82558221766667
2019-02-17,28.0191428433333,44.8952054366667,8.58581339366667,4.09522100733333
2019-02-18,28.8951047733333,39.6912936566667,17.31380772,6.920775716
2019-02-19,29.4611125733333,39.7445811833333,22.61176939,7.94925061033333
2019-02-20,27.5126324433333,44.72790701,17.2508522733333,5.81027348
2019-02-21,25.5564450333333,52.8027009366667,16.0559346203333,5.85601925733333
2019-02-22,26.549919285,51.102074605,14.276830121,5.474684139
2019-02-23,26.835113925,53.163353835,14.6109774665,5.9368439025
2019-02-24,26.710970385,51.67829535,14.1107223465,5.495357923
2019-02-25,27.73046405,45.703896105,20.65249086,7.721897167
2019-02-26,27.95586771,36.779408825,28.11805996,10.3479478125
2019-02-27,28.6659590533333,34.60837793,31.7654406333333,10.2096251326667
2019-02-28,29.0004716666667,33.0326570033333,36.4161387933333,10.922127382
2019-03-01,29.4260085533333,30.0800236533333,35.4948498066667,11.4566699
2019-03-02,29.6119719633333,33.95231892,30.2857409533333,10.035066536
2019-03-03,29.2179145466667,40.20272563,18.9281119566667,7.20855875066667
2019-03-04,27.6676042266667,46.7196649,22.8022996966667,9.33261572
2019-03-05,27.9436445566667,44.8690930033333,20.3191096566667,10.1402683176667
2019-03-06,29.07535911,36.3081332133333,27.8751393233333,10.9707494696667
2019-03-07,29.24815993,36.1541873866667,25.6592868866667,7.119496863
2019-03-08,28.5811352966667,37.08473136,27.5804907066667,8.23011410566667
2019-03-09,28.16963592,35.4894312133333,31.4958072266667,8.89098457466667
2019-03-10,27.1161327233333,37.15129672,19.01589502,6.074551956
2019-03-11,27.9978817366667,36.83571504,27.2627946466667,8.128622386
2019-03-12,28.50583638,32.4606382566667,33.3537009633333,9.25154009633333
2019-03-13,28.25212168,37.2543423233333,31.6048763666667,9.39730916233333
2019-03-14,26.60269113,42.8899091533333,22.0855496066667,6.62980190966667
2019-03-15,26.7137098833333,43.3454811166667,20.399491482,6.16436494433333
2019-03-16,29.15329626,40.3144751833333,16.2995741343333,4.999801813
2019-03-17,29.5850905033333,37.8215468733333,19.8707453966667,7.143633524
2019-03-18,28.5421525666667,40.2467816566667,23.01057463,7.27212452466667
2019-03-19,28.3199973733333,42.68669821,22.3701456266667,7.10018778333333
2019-03-20,28.4852680066667,42.30481081,22.7390744633333,7.20154826833333
2019-03-21,28.8505478,40.7805758033333,24.1373176366667,7.51722804333333
2019-03-22,27.8398161333333,45.60843705,21.09821911,6.54801798933333
2019-03-23,28.00360559,39.4271654733333,19.4955272766667,6.74125603933333
2019-03-24,25.89052952,47.3062068833333,14.6757971133333,6.40387914533333
2019-03-25,27.7890140633333,38.4337789166667,21.6213215366667,7.386063502
2019-03-26,28.7005185166667,37.8999573266667,22.92971105,7.59799418866667
2019-03-27,26.98151277,44.34229449,18.9084486066667,6.23264936166667
2019-03-28,26.0675756766667,50.1300899266667,15.4731918583333,6.63262070933333
2019-03-29,26.48260055,50.3527916533333,18.04269083,7.27188608033333
2019-03-30,27.5369931666667,42.97965858,18.5266815233333,8.119099315
2019-03-31,29.3401484666667,36.9663149566667,16.8780895666667,7.7196279
2019-04-01,28.2708978766667,43.1567661433333,22.6539453066667,10.3890739786667
2019-04-02,28.57785916,41.03939663,21.91088752,9.63025624233333
2019-04-03,29.19027228,40.84739127,19.5877979733333,7.648297806
2019-04-04,28.5369171966667,43.5064196133333,17.2933155683333,4.82362048266667
2019-04-05,27.9630701866667,47.66745678,15.1562929976667,5.09446414866667
2019-04-06,27.98256376,42.8770748366667,14.7887763496667,4.885178298
2019-04-07,26.7066591266667,49.9381096733333,12.0076846943333,5.50024304166667
2019-04-08,31.6295311866667,32.8052135933333,19.323467759,6.26568263366667
2019-04-09,27.46533333,42.85934722,18.87477997,6.05813204466667
2019-04-10,26.5470446866667,48.0398471066667,16.5674897563333,5.45675358766667
2019-04-11,27.4569164033333,47.10124787,17.4101252083333,5.05632894266667
2019-04-12,26.7836635766667,47.92258025,15.4317558736667,5.20423571166667
2019-04-13,27.4917636566667,45.5743396633333,14.2231775916667,4.51737004666667
2019-04-14,27.8784284666667,42.4710304433333,13.136825702,4.17600971533333
2019-04-15,29.41946378,39.77246741,13.507517726,3.71358585133333
2019-04-16,28.3258070366667,40.34642229,15.598558353,4.480290746
2019-04-17,27.3052664833333,38.56478728,18.7019994633333,6.34029636466667
2019-04-18,29.6100202233333,35.11676048,15.2379834323333,4.74381711366667
2019-04-19,26.2115856266667,47.22444004,14.200839151,4.40455111633333
2019-04-20,28.2877658666667,47.7411060533333,10.9131620466667,3.32124223933333
2019-04-21,27.6361817733333,51.0536650633333,9.06497383633333,2.902726978
2019-04-22,27.7874617033333,52.44281174,6.89666351033333,3.60972341066667
2019-04-23,26.1704947,58.5401567433333,13.439683603,6.551715999
2019-04-24,27.0489880533333,55.2235445433333,13.10490788,6.81842162033333
2019-04-25,25.527192,63.9652388566667,13.574401828,7.05132886166667
2019-04-26,27.44177249,56.13764286,13.9860537006667,5.46226309933333
2019-04-27,26.45119035,55.128258415,10.0797391705,6.055688492
2019-04-28,27.23933679,53.249876695,10.5854543745,6.193812581
2019-04-29,24.85743643,64.3433764633333,6.11300628433333,4.07832875466667
2019-04-30,24.5052435466667,60.37652767,12.1517620133333,5.81905097066667
2019-05-01,28.05387738,43.1166869,25.3587777033333,11.2110827433333
2019-05-02,29.1437083533333,43.3443194933333,20.3537609766667,9.063727968
2019-05-03,26.9268768866667,50.8214925966667,18.9895077366667,8.92884789233333
2019-05-04,25.586707305,55.159676155,21.4589468466667,8.554636219
2019-05-05,25.95520375,54.1390226366667,12.1152851596667,4.230525475
2019-05-06,31.15597913,40.61609149,14.04808033,4.0943896395
2019-05-07,27.341546055,51.03413377,21.592840185,8.585547435
2019-05-08,27.608139535,47.84244186,13.9561891225,5.747877435
2019-05-09,26.6249595,54.7443985,22.34056805,8.5745019505
2019-05-10,24.97557494,58.11923077,15.0077954705,5.648566826
2019-05-11,26.487929655,52.25747402,20.2888834,6.7225443235
2019-05-12,24.90810127,54.59113924,6.448825188,2.487694236
2019-05-13,27.830554865,50.336499875,20.446861,7.4446454295
2019-05-14,25.01339114,55.316361595,18.54524372,6.2438989865
2019-05-15,25.51046391,53.885283595,18.199659395,6.855253889
2019-05-16,25.2786849,53.393571845,16.17151762,5.052599163
2019-05-17,26.112829325,52.30761741,15.2971633,4.39020202
2019-05-18,24.016231345,65.08358209,13.569404564,6.9147601475
2019-05-19,23.65224913,56.13633218,5.8468372585,2.1885243055
2019-05-20,25.817195765,50.815608465,10.9304275145,4.5709494885
2019-05-21,25.284508545,53.71688034,12.127078595,4.466578058
2019-05-22,24.68427986,56.123702185,14.335851835,5.088380961
2019-05-23,25.650784315,57.947073905,19.6237285455,8.8865327905
2019-05-24,23.900641945,60.64895085,16.003488095,7.0506011915
2019-05-25,23.29229692,65.73633053,13.422680925,6.3609382055
2019-05-26,24.450406505,60.31686992,8.0687234745,5.21478247
2019-05-27,27.7918097,49.880018655,22.7106215,10.5229323625
2019-05-28,25.30322926,51.57084746,14.497816,5.5041672155
2019-05-29,25.111229865,55.69277252,22.544428605,9.469105142
2019-05-30,28.52867759,46.915625,14.37353033,4.719507507
2019-05-31,27.307637775,48.858162785,17.23277029,6.415280899
2019-06-01,30.10168307,46.35655399,18.2350507915,8.2639492055
2019-06-02,20.7,99.9,28.375,23.075
2019-06-03,22.98,83.34,14.81454545,10.10318182
2019-06-04,23.47674419,69.30930233,20.33627119,8.744067797
2019-06-05,20.28043478,79.53423913,22.00643979,13.53884817
2019-06-06,23.33608247,70.40824742,23.97903509,11.54938596
2019-06-07,26.26612903,57.44354839,23.83329412,10.67247059
2019-06-08,31.2,48.13888889,10.21453125,4.41953125
2019-06-09,19.4,81.29,8.605172414,4.209137931
2019-06-10,20.87012987,69.58441558,37.14627119,6.63279661
2019-06-11,21.26627907,64.66162791,27.56356061,8.880227273
2019-06-12,22.10357143,64.90357143,23.55111111,9.966111111
2019-06-13,26.675,54.51145833,17.07329341,7.226167665
2019-06-14,22.05,67.525,12.57011905,4.824404762
2019-06-15,24.09545455,57.69772727,10.11626866,4.599850746
2019-06-16,29.82115385,47.49423077,12.1026087,7.056086957
2019-06-17,NA,NA,NA,NA
2019-06-18,NA,NA,NA,NA
2019-06-19,NA,NA,NA,NA
2019-06-20,NA,NA,NA,NA
2019-06-21,NA,NA,NA,NA
2019-06-22,NA,NA,NA,NA
2019-06-23,NA,NA,NA,NA
2019-06-24,22.2,63.1,46.63,31.3
2019-06-25,21.325,67.3,30.23,22.998
2019-06-26,22.36428571,63.15714286,24.27142857,14.21357143
2019-06-27,NA,NA,NA,NA
2019-06-28,NA,NA,NA,NA
2019-06-29,NA,NA,NA,NA
2019-06-30,NA,NA,NA,NA
2019-07-01,NA,NA,NA,NA
2019-07-02,NA,NA,NA,NA
2019-07-03,NA,NA,NA,NA
2019-07-04,30.9516129,40.68387097,14.87425,4.32075
2019-07-05,25.55185185,49.88518519,22.31540541,9.224324324
2019-07-06,24.44927536,54.82173913,31.04205128,14.20042735
2019-07-07,28.78865979,44.12474227,22.59018349,10.95724771
2019-07-08,25.98695652,52.15942029,24.35952381,10.52857143
2019-07-09,29.18928571,40.9297619,22.30252427,8.818834951
2019-07-10,24.23923077,51.20923077,11.565985915,4.421971831
2019-07-11,25.2027027,53.31216216,19.5135,8.25325
2019-07-12,31.70128205,36.85769231,23.39139785,10.89602151
2019-07-13,31.19324324,36.92702703,23.08014085,8.530985915
2019-07-14,25.509375,52.953125,18.58511628,8.521860465
2019-07-15,23.6456456466667,49.96021021,21.45232143,8.411607145
2019-07-16,20.51129386,60.9597901,23.84764404,12.5226636835
2019-07-17,21.389828205,63.657418735,15.079957343,6.9515201465
2019-07-18,20.63241342,59.89962121,12.69823052,6.1016396105
2019-07-19,23.103482145,49.594017855,22.37801991,8.5792367255
2019-07-20,21.1,67.54,39.94625,25.41625
2019-07-21,29.61724138,41.78275862,13.8025,5.968125
2019-07-22,26.2755102,54.0755102,17.97433333,10.087
2019-07-23,25.3,48,28.09833333,13.40166667
2019-07-24,30.12666667,39.78,45.554074075,24.785814815
2019-07-25,32.10930233,36.69069767,30.39239437,14.02042254
2019-07-26,26.50357143,47.17857143,26.35465116,13.33790698
2019-07-27,28.6,38.35,21.51352941,10.05823529
2019-07-28,29.22307692,38.46923077,21.47391304,8.926956522
2019-07-29,25.38148148,50.69259259,24.08277228,10.24415842
2019-07-30,22.144,63.34,41.02921569,23.65745098
2019-07-31,23.18,63.74666667,31.83166667,17.64888889
2019-08-01,23.91578947,50,36.09325,16.039
2019-08-02,27.84090909,49.56060606,24.49241379,9.006091954
2019-08-03,29.044,45.132,12.76230769,5.253589744
2019-08-04,40.08235294,25.66470588,9.074347826,3.208695652
2019-08-05,27.82613592,40.215831715,23.779471655,11.5018290735
2019-08-06,27.487234515,50.888209265,23.203659625,9.2974350555
2019-08-07,25.17091111,68.39722222,17.535071305,7.5488713045
2019-08-08,29.41333333,41.26333333,19.97673267,5.905643564
2019-08-09,29.45555556,44.28472222,30.49011364,13.83522727
2019-08-10,29.07333333,36.90666667,11.83538462,4.608846154
2019-08-11,22.93333333,53.1,20.26153846,9.293846154
2019-08-12,26.24583333,46.3375,22.90771429,12.28457143
2019-08-13,29.4415493,41.81760563,21.19397436,8.170128205
