Date,location,humidity,P1,P2,temperature
27/04/2018,7,78.35371025,10.22655477,4.578621908,19.58515901
27/04/2018,8,82.91717791,10.15101911,7.05866242,21.1190184
27/04/2018,16,74.18010336,22.90555785,19.14055785,23.55271318
27/04/2018,20,81.14301471,13.83819742,4.70583691,21.39595588
28/04/2018,7,78.87321429,10.28255357,4.914892857,19.46982143
28/04/2018,8,84.26302895,36.41732584,20.20105618,21.04387528
28/04/2018,16,79.52938776,26.41565068,22.30806507,21.99857143
28/04/2018,20,79.85481481,13.09303571,3.892232143,21.63111111
29/04/2018,7,75.11070175,6.252736842,2.699631579,19.56385965
29/04/2018,8,77.85,6.465240385,3.460288462,21.81839623
29/04/2018,16,76.72793103,17.24484076,14.30665605,21.99896552
29/04/2018,20,76.59340659,14.58019737,4.716315789,21.68461538
30/04/2018,7,72.86394928,7.249094203,3.381865942,20.27971014
30/04/2018,8,83.69369369,6.238571429,3.370425532,21.09249249
30/04/2018,20,76.88333333,15.76474138,4.95637931,21.52058824
01/05/2018,7,71.35779335,5.046865149,1.877443082,20.63590193
01/05/2018,8,76.33127036,2.361311475,1.155704918,21.71889251
01/05/2018,20,79.60833333,12.49963636,2.619545455,20.52107843
02/05/2018,7,71.35674044,4.659979839,1.965221774,20.45814889
02/05/2018,8,83.79482759,3.937586207,1.832758621,20.52844828
02/05/2018,20,77.59692982,14.97666667,4.278141026,20.78596491
03/05/2018,7,70.67226148,6.258250883,2.808339223,20.70424028
03/05/2018,8,93.7988024,10.34932927,7.127073171,20.16886228
03/05/2018,20,74.81121495,13.53972973,3.854594595,21.96168224
04/05/2018,7,70.48243728,8.799120287,2.659928187,21.05179211
04/05/2018,20,76.23534483,12.97392523,3.323738318,22.57758621
05/05/2018,7,71.70390764,8.807531083,3.291669627,20.59804618
05/05/2018,8,70.99177215,4.441049383,1.930617284,22.4556962
05/05/2018,20,77.35180723,15.576,4.9464,21.45542169
06/05/2018,7,70.91725352,4.902108963,1.754165202,19.8790493
06/05/2018,8,64.83491272,12.21464824,5.572939698,23.31296758
06/05/2018,20,77.0312,14.15113821,3.831626016,20.816
07/05/2018,7,76.77865961,4.969753086,2.131640212,20.09276896
07/05/2018,8,81.9017192,7.233478261,3.951855072,21.4277937
07/05/2018,16,82.39695652,15.88976834,13.85374517,21.78130435
07/05/2018,20,82.98,13.9725,1.5575,20.81333333
08/05/2018,7,77.02163265,5.331183673,2.105632653,19.47591837
08/05/2018,8,87.22747253,12.18261111,6.495833333,20.30934066
08/05/2018,16,80.48246628,18.29939044,14.01632619,21.74065511
08/05/2018,20,77.66806723,15.06,4.873220339,21.57310924
09/05/2018,8,83.56578947,9.066814159,6.848849558,20.82280702
09/05/2018,16,75.44605735,21.37575121,15.8017609,22.19050179
10/05/2018,8,78.60588235,36.90557047,11.19986577,21.84771242
10/05/2018,16,73.56638079,18.61539634,14.33294207,22.67427101
11/05/2018,8,75.37610922,4.508159722,2.092430556,22.54948805
11/05/2018,16,77.30168539,24.25828431,18.65748366,22.7076779
12/05/2018,8,78.99454148,17.666,7.848533333,23.30982533
12/05/2018,16,70.20776545,20.55484398,15.21161961,24.05245642
13/05/2018,8,70.65116959,8.644494048,3.78889881,24.44678363
13/05/2018,16,76.90643275,20.54830571,16.72016575,22.10994152
14/05/2018,8,70.00931373,9.743989637,5.177150259,24.44411765
14/05/2018,16,71.68860972,24.81252294,18.68429664,24.31541039
15/05/2018,8,66.97398568,20.05247002,11.50266187,23.71933174
15/05/2018,16,69.27566225,24.26973765,16.86819444,24.00298013
16/05/2018,7,NA,11.12168675,6.684879518,NA
16/05/2018,8,66.72803738,74.66482143,36.32785714,22.75700935
16/05/2018,16,64.91755102,19.81744403,13.37317164,26.29387755
17/05/2018,7,NA,11.06723404,8.109903288,NA
17/05/2018,8,82.08290598,6.324608696,4.384608696,22.46068376
17/05/2018,16,67.26003861,23.17908289,16.71047619,24.5496139
18/05/2018,7,67.21832061,20.49428728,9.620339912,22.8648855
18/05/2018,16,66.08528198,27.37476573,20.80631861,23.16423659
19/05/2018,7,62.76790123,14.72122886,11.27965051,22.9
19/05/2018,8,63.99041667,13.00639831,9.722754237,23.56833333
19/05/2018,16,62.47546083,27.13052752,22.09211009,23.84619816
20/05/2018,7,60.67368421,10.89510013,8.187810414,24
20/05/2018,8,79.67382813,10.06098814,7.59,20.97265625
20/05/2018,16,74.72256637,26.49258564,23.58374586,21.4199115
21/05/2018,7,61.23666667,13.36778205,8.502307692,24.29333333
21/05/2018,8,82.43953488,8.445221932,5.641984334,21.1377261
21/05/2018,16,76.13910951,40.94969662,28.14015169,21.50204573
22/05/2018,7,64.33333333,12.82053965,7.140451542,22.325
22/05/2018,8,85.56642857,23.48872596,11.22209135,20.86666667
22/05/2018,16,78.76534296,29.27867059,23.72944706,21.29290012
23/05/2018,7,62.625,12.02119965,5.708073555,22.1
